product_id,product_name,category,subcategory,gender,color,size,fit,material,brand,price_inr,rating,season,description
PRD1301,Zara Unisex's Green Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Unisex,Green,XL,Oversized,Rayon,Zara,1799,3.6,Summer,"Crafted from premium Rayon, this Zara Green v-neck casual t-shirt offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Oversized design."
PRD1302,Levi's Women's Blue Slim Fit Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Women,Blue,XXL,Slim Fit,Rayon,Levi's,1849,4.2,Summer,"Crafted from premium Rayon, this Levi's Blue polo collar t-shirt offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1303,Tommy Hilfiger Women's Maroon Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Maroon,M,Slim Fit,Polyester,Tommy Hilfiger,1249,3.6,Summer,"Crafted from premium Polyester, this Tommy Hilfiger Maroon crewneck graphic tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1304,Nike Women's Green Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Green,M,Slim Fit,Polyester,Nike,599,4.3,Summer,"Crafted from premium Polyester, this Nike Green oversized cotton tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1305,FabIndia Women's Maroon Slim Fit V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Women,Maroon,XL,Slim Fit,Rayon,FabIndia,1749,4.5,Summer,"Elevate your look with this stylish Maroon v-neck casual t-shirt by FabIndia. Designed in a comfortable Slim Fit using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1306,H&M Men's Brown Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Men,Brown,L,Slim Fit,Rayon,H&M,1349,4.0,All-Season,"Elevate your look with this stylish Brown crewneck graphic tee by H&M. Designed in a comfortable Slim Fit using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1307,Puma Unisex's Blue Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Blue,S,Slim Fit,Rayon,Puma,1799,4.8,All-Season,"Elevate your look with this stylish Blue oversized cotton tee by Puma. Designed in a comfortable Slim Fit using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1308,Manyavar Unisex's Red Oversized Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Red,S,Oversized,Polyester,Manyavar,949,4.2,All-Season,"Crafted from premium Polyester, this Manyavar Red henley collar tee offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Oversized design."
PRD1309,Puma Unisex's Pink Slim Fit V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Unisex,Pink,L,Slim Fit,Rayon,Puma,1099,3.7,Summer,"Top-rated Puma v-neck casual t-shirt featuring premium Pink Rayon. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD1310,HRX Unisex's Olive Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Olive,S,Slim Fit,Polyester,HRX,1699,3.6,Summer,"Essential HRX Unisex's oversized cotton tee tailored with a modern Slim Fit. Made of soft, breathable Polyester in rich Olive. Ideal choice for Summer."
PRD1311,Allen Solly Men's Brown Regular Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Men,Brown,XXL,Regular Fit,Rayon,Allen Solly,2049,4.1,All-Season,Stay fashion-forward with this versatile Brown crewneck graphic tee from Allen Solly. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1312,H&M Unisex's Pink Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Pink,L,Slim Fit,Polyester,H&M,649,4.3,Summer,"Elevate your look with this stylish Pink henley collar tee by H&M. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1313,Roadster Women's Grey Oversized Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Grey,L,Oversized,Rayon,Roadster,1899,4.2,Summer,"Elevate your look with this stylish Grey henley collar tee by Roadster. Designed in a comfortable Oversized using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1314,Zara Men's Grey Slim Fit Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Men,Grey,L,Slim Fit,Polyester,Zara,1849,4.6,Summer,"Elevate your look with this stylish Grey polo collar t-shirt by Zara. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1315,Nike Unisex's White Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,White,XL,Oversized,Cotton,Nike,1199,4.3,Summer,"Essential Nike Unisex's crewneck graphic tee tailored with a modern Oversized. Made of soft, breathable Cotton in rich White. Ideal choice for Summer."
PRD1316,FabIndia Men's Maroon Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Maroon,S,Regular Fit,Rayon,FabIndia,1149,4.7,Summer,"Essential FabIndia Men's oversized cotton tee tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Maroon. Ideal choice for Summer."
PRD1317,Manyavar Women's Maroon Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Maroon,XL,Oversized,Rayon,Manyavar,1399,4.3,Summer,"Crafted from premium Rayon, this Manyavar Maroon crewneck graphic tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Oversized design."
PRD1318,Mango Men's Navy Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Navy,XXL,Slim Fit,Polyester,Mango,1849,4.6,Summer,"Elevate your look with this stylish Navy henley collar tee by Mango. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1319,Manyavar Men's Purple Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Men,Purple,XL,Slim Fit,Cotton,Manyavar,1199,4.1,Summer,"Elevate your look with this stylish Purple crewneck graphic tee by Manyavar. Designed in a comfortable Slim Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1320,FabIndia Unisex's Brown Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,Brown,M,Oversized,Rayon,FabIndia,1149,3.9,All-Season,"Essential FabIndia Unisex's crewneck graphic tee tailored with a modern Oversized. Made of soft, breathable Rayon in rich Brown. Ideal choice for All-Season."
PRD1321,Adidas Unisex's Navy Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,Navy,M,Slim Fit,Rayon,Adidas,949,4.7,Summer,"Crafted from premium Rayon, this Adidas Navy crewneck graphic tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1322,Biba Women's Purple Regular Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Purple,S,Regular Fit,Polyester,Biba,1599,4.2,All-Season,"Essential Biba Women's crewneck graphic tee tailored with a modern Regular Fit. Made of soft, breathable Polyester in rich Purple. Ideal choice for All-Season."
PRD1323,Allen Solly Unisex's Brown Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Brown,XL,Regular Fit,Rayon,Allen Solly,1249,4.4,Summer,Stay fashion-forward with this versatile Brown oversized cotton tee from Allen Solly. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1324,Allen Solly Men's White Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,White,M,Slim Fit,Polyester,Allen Solly,1599,4.0,Summer,"Crafted from premium Polyester, this Allen Solly White henley collar tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1325,Tommy Hilfiger Unisex's Grey Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,Grey,S,Oversized,Rayon,Tommy Hilfiger,899,4.3,All-Season,"Elevate your look with this stylish Grey crewneck graphic tee by Tommy Hilfiger. Designed in a comfortable Oversized using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1326,HRX Men's White Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Men,White,S,Oversized,Polyester,HRX,949,4.8,Summer,"Top-rated HRX v-neck casual t-shirt featuring premium White Polyester. Tailored to a comfortable Oversized, ideal for everyday wear during Summer."
PRD1327,HRX Women's Maroon Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Maroon,XXL,Slim Fit,Rayon,HRX,749,4.5,Summer,Stay fashion-forward with this versatile Maroon oversized cotton tee from HRX. Includes a refined Slim Fit profile and high quality Rayon fabric.
PRD1328,H&M Unisex's Black Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Black,M,Regular Fit,Rayon,H&M,1049,3.9,Summer,"Essential H&M Unisex's henley collar tee tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Black. Ideal choice for Summer."
PRD1329,Biba Women's Beige Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Beige,M,Regular Fit,Cotton,Biba,749,4.7,Summer,"Top-rated Biba oversized cotton tee featuring premium Beige Cotton. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD1330,Nike Men's White Regular Fit Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Men,White,XL,Regular Fit,Polyester,Nike,699,4.3,All-Season,"Elevate your look with this stylish White polo collar t-shirt by Nike. Designed in a comfortable Regular Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1331,Jack & Jones Women's Green Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Green,L,Slim Fit,Cotton,Jack & Jones,1899,4.5,Summer,"Crafted from premium Cotton, this Jack & Jones Green oversized cotton tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1332,Allen Solly Men's Blue Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Blue,XL,Oversized,Cotton,Allen Solly,1549,3.6,All-Season,"Essential Allen Solly Men's oversized cotton tee tailored with a modern Oversized. Made of soft, breathable Cotton in rich Blue. Ideal choice for All-Season."
PRD1333,Adidas Men's Grey Regular Fit Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Men,Grey,S,Regular Fit,Rayon,Adidas,1399,3.7,Summer,"Elevate your look with this stylish Grey polo collar t-shirt by Adidas. Designed in a comfortable Regular Fit using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1334,Nike Men's Purple Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Men,Purple,XL,Slim Fit,Cotton,Nike,1249,4.5,Summer,"Crafted from premium Cotton, this Nike Purple crewneck graphic tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1335,Under Armour Women's Purple Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Purple,M,Slim Fit,Cotton,Under Armour,1799,4.2,Summer,"Elevate your look with this stylish Purple henley collar tee by Under Armour. Designed in a comfortable Slim Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1336,H&M Men's Black Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Black,XXL,Regular Fit,Cotton,H&M,1349,4.7,Summer,Stay fashion-forward with this versatile Black oversized cotton tee from H&M. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD1337,Mango Women's Olive Regular Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Olive,M,Regular Fit,Cotton,Mango,849,3.9,All-Season,Stay fashion-forward with this versatile Olive crewneck graphic tee from Mango. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD1338,Roadster Unisex's Pink Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,Pink,XL,Oversized,Cotton,Roadster,1299,4.8,All-Season,Stay fashion-forward with this versatile Pink crewneck graphic tee from Roadster. Includes a refined Oversized profile and high quality Cotton fabric.
PRD1339,Zara Women's Grey Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Grey,XXL,Slim Fit,Polyester,Zara,999,4.4,Summer,"Top-rated Zara crewneck graphic tee featuring premium Grey Polyester. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD1340,Levi's Unisex's Navy Regular Fit V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Unisex,Navy,L,Regular Fit,Rayon,Levi's,1649,4.3,All-Season,Stay fashion-forward with this versatile Navy v-neck casual t-shirt from Levi's. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1341,Adidas Men's Navy Oversized Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Men,Navy,L,Oversized,Cotton,Adidas,599,4.7,Summer,Stay fashion-forward with this versatile Navy polo collar t-shirt from Adidas. Includes a refined Oversized profile and high quality Cotton fabric.
PRD1342,Manyavar Unisex's Red Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Red,M,Slim Fit,Cotton,Manyavar,999,4.3,Summer,"Crafted from premium Cotton, this Manyavar Red oversized cotton tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1343,Puma Women's Navy Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Navy,XXL,Slim Fit,Cotton,Puma,1149,4.7,Summer,"Essential Puma Women's henley collar tee tailored with a modern Slim Fit. Made of soft, breathable Cotton in rich Navy. Ideal choice for Summer."
PRD1344,Under Armour Unisex's Maroon Regular Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Unisex,Maroon,XXL,Regular Fit,Rayon,Under Armour,849,4.8,Summer,Stay fashion-forward with this versatile Maroon crewneck graphic tee from Under Armour. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1345,Aurelia Men's Beige Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Beige,M,Slim Fit,Cotton,Aurelia,1699,3.8,Summer,"Top-rated Aurelia oversized cotton tee featuring premium Beige Cotton. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD1346,Mango Women's Pink Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Pink,M,Slim Fit,Cotton,Mango,1149,3.6,All-Season,"Elevate your look with this stylish Pink crewneck graphic tee by Mango. Designed in a comfortable Slim Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1347,Under Armour Men's Purple Oversized Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Men,Purple,L,Oversized,Polyester,Under Armour,1899,4.9,Summer,Stay fashion-forward with this versatile Purple polo collar t-shirt from Under Armour. Includes a refined Oversized profile and high quality Polyester fabric.
PRD1348,Under Armour Women's Green Regular Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Green,XL,Regular Fit,Cotton,Under Armour,1799,4.9,Summer,"Essential Under Armour Women's crewneck graphic tee tailored with a modern Regular Fit. Made of soft, breathable Cotton in rich Green. Ideal choice for Summer."
PRD1349,FabIndia Unisex's Pink Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Pink,XL,Regular Fit,Cotton,FabIndia,1099,4.6,Summer,"Essential FabIndia Unisex's henley collar tee tailored with a modern Regular Fit. Made of soft, breathable Cotton in rich Pink. Ideal choice for Summer."
PRD1350,Roadster Unisex's Black Oversized Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Unisex,Black,XXL,Oversized,Rayon,Roadster,549,3.8,All-Season,"Essential Roadster Unisex's polo collar t-shirt tailored with a modern Oversized. Made of soft, breathable Rayon in rich Black. Ideal choice for All-Season."
PRD1351,Puma Men's Beige Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Beige,M,Slim Fit,Polyester,Puma,1199,5.0,Summer,"Elevate your look with this stylish Beige henley collar tee by Puma. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1352,H&M Women's Black Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Black,S,Regular Fit,Cotton,H&M,1199,3.9,Summer,"Crafted from premium Cotton, this H&M Black oversized cotton tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Regular Fit design."
PRD1353,Levi's Women's Beige Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Beige,XL,Oversized,Polyester,Levi's,1499,4.8,Summer,"Essential Levi's Women's crewneck graphic tee tailored with a modern Oversized. Made of soft, breathable Polyester in rich Beige. Ideal choice for Summer."
PRD1354,Aurelia Men's Purple Regular Fit V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Men,Purple,M,Regular Fit,Rayon,Aurelia,1399,3.6,Summer,"Crafted from premium Rayon, this Aurelia Purple v-neck casual t-shirt offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Regular Fit design."
PRD1355,US Polo Assn Women's Green Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Green,M,Slim Fit,Cotton,US Polo Assn,1249,3.7,All-Season,"Crafted from premium Cotton, this US Polo Assn Green crewneck graphic tee offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Slim Fit design."
PRD1356,Aurelia Women's Pink Oversized Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Pink,XL,Oversized,Polyester,Aurelia,1799,3.7,Summer,Stay fashion-forward with this versatile Pink crewneck graphic tee from Aurelia. Includes a refined Oversized profile and high quality Polyester fabric.
PRD1357,FabIndia Men's Navy Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Men,Navy,XXL,Slim Fit,Cotton,FabIndia,1949,4.9,All-Season,"Top-rated FabIndia crewneck graphic tee featuring premium Navy Cotton. Tailored to a comfortable Slim Fit, ideal for everyday wear during All-Season."
PRD1358,Adidas Women's Red Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Red,XXL,Slim Fit,Cotton,Adidas,1599,4.8,All-Season,"Elevate your look with this stylish Red oversized cotton tee by Adidas. Designed in a comfortable Slim Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1359,Zara Men's Grey Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Grey,M,Slim Fit,Polyester,Zara,649,3.5,All-Season,"Elevate your look with this stylish Grey oversized cotton tee by Zara. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD1360,US Polo Assn Women's Purple Slim Fit Crewneck Graphic Tee,t-shirts,Crewneck Graphic Tee,Women,Purple,XL,Slim Fit,Polyester,US Polo Assn,1499,4.8,All-Season,"Essential US Polo Assn Women's crewneck graphic tee tailored with a modern Slim Fit. Made of soft, breathable Polyester in rich Purple. Ideal choice for All-Season."
PRD1361,H&M Women's White Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,White,M,Regular Fit,Polyester,H&M,1399,3.6,All-Season,Stay fashion-forward with this versatile White henley collar tee from H&M. Includes a refined Regular Fit profile and high quality Polyester fabric.
PRD1362,Jack & Jones Men's Purple Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Purple,M,Regular Fit,Rayon,Jack & Jones,1999,4.5,Summer,"Crafted from premium Rayon, this Jack & Jones Purple oversized cotton tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Regular Fit design."
PRD1363,H&M Unisex's Grey Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Grey,XL,Oversized,Cotton,H&M,1549,4.1,Summer,"Top-rated H&M oversized cotton tee featuring premium Grey Cotton. Tailored to a comfortable Oversized, ideal for everyday wear during Summer."
PRD1364,Mango Men's Beige Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Beige,S,Regular Fit,Cotton,Mango,1499,4.4,All-Season,"Top-rated Mango henley collar tee featuring premium Beige Cotton. Tailored to a comfortable Regular Fit, ideal for everyday wear during All-Season."
PRD1365,Under Armour Men's Blue Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Blue,M,Regular Fit,Cotton,Under Armour,849,3.7,Summer,Stay fashion-forward with this versatile Blue henley collar tee from Under Armour. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD1366,H&M Men's Purple Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Men,Purple,L,Oversized,Cotton,H&M,1949,4.9,All-Season,"Crafted from premium Cotton, this H&M Purple v-neck casual t-shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Oversized design."
PRD1367,H&M Unisex's Grey Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Unisex,Grey,XXL,Oversized,Polyester,H&M,1399,4.9,All-Season,"Crafted from premium Polyester, this H&M Grey v-neck casual t-shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Oversized design."
PRD1368,Under Armour Women's Blue Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Blue,XXL,Regular Fit,Cotton,Under Armour,1699,4.4,Summer,"Crafted from premium Cotton, this Under Armour Blue henley collar tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Regular Fit design."
PRD1369,Nike Men's Brown Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Brown,XL,Regular Fit,Rayon,Nike,999,4.1,All-Season,Stay fashion-forward with this versatile Brown henley collar tee from Nike. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1370,Under Armour Women's Black Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Black,M,Slim Fit,Polyester,Under Armour,1749,4.4,All-Season,Stay fashion-forward with this versatile Black henley collar tee from Under Armour. Includes a refined Slim Fit profile and high quality Polyester fabric.
PRD1371,Zara Women's Maroon Slim Fit V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Women,Maroon,L,Slim Fit,Cotton,Zara,1249,3.5,All-Season,"Essential Zara Women's v-neck casual t-shirt tailored with a modern Slim Fit. Made of soft, breathable Cotton in rich Maroon. Ideal choice for All-Season."
PRD1372,US Polo Assn Women's Purple Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Purple,M,Oversized,Rayon,US Polo Assn,749,4.0,Summer,Stay fashion-forward with this versatile Purple oversized cotton tee from US Polo Assn. Includes a refined Oversized profile and high quality Rayon fabric.
PRD1373,Tommy Hilfiger Unisex's Grey Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Grey,M,Oversized,Rayon,Tommy Hilfiger,1399,3.8,Summer,Stay fashion-forward with this versatile Grey oversized cotton tee from Tommy Hilfiger. Includes a refined Oversized profile and high quality Rayon fabric.
PRD1374,Mango Women's Purple Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Purple,S,Slim Fit,Rayon,Mango,1099,4.6,Summer,Stay fashion-forward with this versatile Purple henley collar tee from Mango. Includes a refined Slim Fit profile and high quality Rayon fabric.
PRD1375,Roadster Unisex's Black Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Black,S,Slim Fit,Cotton,Roadster,999,3.5,Summer,"Crafted from premium Cotton, this Roadster Black henley collar tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD1376,W Women's Navy Regular Fit Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Women,Navy,S,Regular Fit,Rayon,W,1849,3.5,All-Season,"Essential W Women's polo collar t-shirt tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Navy. Ideal choice for All-Season."
PRD1377,Mango Women's White Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,White,L,Regular Fit,Rayon,Mango,799,4.8,All-Season,"Essential Mango Women's henley collar tee tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich White. Ideal choice for All-Season."
PRD1378,H&M Men's Grey Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Men,Grey,M,Slim Fit,Cotton,H&M,1799,3.8,Summer,"Elevate your look with this stylish Grey oversized cotton tee by H&M. Designed in a comfortable Slim Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD1379,Adidas Unisex's Black Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Unisex,Black,M,Oversized,Cotton,Adidas,1799,3.8,All-Season,"Crafted from premium Cotton, this Adidas Black v-neck casual t-shirt offers exceptional comfort and durability for All-Season wardrobe styling. Features a sleek Oversized design."
PRD1380,Puma Unisex's Brown Regular Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Brown,XL,Regular Fit,Rayon,Puma,1249,4.8,All-Season,Stay fashion-forward with this versatile Brown oversized cotton tee from Puma. Includes a refined Regular Fit profile and high quality Rayon fabric.
PRD1381,Adidas Women's Green Oversized Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Women,Green,XXL,Oversized,Rayon,Adidas,699,3.5,All-Season,"Essential Adidas Women's polo collar t-shirt tailored with a modern Oversized. Made of soft, breathable Rayon in rich Green. Ideal choice for All-Season."
PRD1382,Aurelia Unisex's Green Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Unisex,Green,XL,Regular Fit,Rayon,Aurelia,599,4.0,Summer,"Essential Aurelia Unisex's henley collar tee tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Green. Ideal choice for Summer."
PRD1383,Tommy Hilfiger Women's Olive Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Olive,M,Oversized,Rayon,Tommy Hilfiger,799,4.3,All-Season,"Elevate your look with this stylish Olive oversized cotton tee by Tommy Hilfiger. Designed in a comfortable Oversized using high-grade Rayon, perfect for casual or semi-formal outings."
PRD1384,Zara Women's Olive Regular Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Women,Olive,S,Regular Fit,Rayon,Zara,1799,4.2,Summer,"Essential Zara Women's henley collar tee tailored with a modern Regular Fit. Made of soft, breathable Rayon in rich Olive. Ideal choice for Summer."
PRD1385,Adidas Women's Grey Oversized V-Neck Casual T-Shirt,t-shirts,V-Neck Casual T-Shirt,Women,Grey,L,Oversized,Cotton,Adidas,1949,4.6,Summer,"Top-rated Adidas v-neck casual t-shirt featuring premium Grey Cotton. Tailored to a comfortable Oversized, ideal for everyday wear during Summer."
PRD1386,Mango Unisex's Green Slim Fit Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Unisex,Green,L,Slim Fit,Rayon,Mango,649,4.2,Summer,"Essential Mango Unisex's oversized cotton tee tailored with a modern Slim Fit. Made of soft, breathable Rayon in rich Green. Ideal choice for Summer."
PRD1387,Aurelia Unisex's Navy Oversized Polo Collar T-Shirt,t-shirts,Polo Collar T-Shirt,Unisex,Navy,L,Oversized,Cotton,Aurelia,949,4.6,Summer,"Essential Aurelia Unisex's polo collar t-shirt tailored with a modern Oversized. Made of soft, breathable Cotton in rich Navy. Ideal choice for Summer."
PRD1388,HRX Women's Green Oversized Oversized Cotton Tee,t-shirts,Oversized Cotton Tee,Women,Green,S,Oversized,Polyester,HRX,1449,3.6,All-Season,"Top-rated HRX oversized cotton tee featuring premium Green Polyester. Tailored to a comfortable Oversized, ideal for everyday wear during All-Season."
PRD1389,Under Armour Men's Beige Slim Fit Henley Collar Tee,t-shirts,Henley Collar Tee,Men,Beige,XL,Slim Fit,Rayon,Under Armour,1549,3.9,Summer,"Crafted from premium Rayon, this Under Armour Beige henley collar tee offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
